#fix 2 all deform 200 z erate 0.0001 # strain rate = 0.0001/ps = 10^8/sec
fix 2 all deform 200 z erate 0.001 # strain rate = 0.001/ps = 10^9/sec
#dump 2 all cfg 20000 pos.*.cfg id type xs ys zs # Visualize with AtomEye
#dump 2 all cfg 2000 pos.*.cfg id type xs ys zs # Visualize with AtomEye
#dump 2 all xyz 50000 Au_*.xyz # Visualize with MDL
#dump_modify 2 element Au
#run 500000
run 800000
Memory usage per processor = 136.329 Mbytes
Step Atoms ThermoAv ThermoAv Lz Volume Pzz PotEng Xlat Ylat Zlat 
   42400     8000    305.26598   -1.2428784    461.13066 2.6042051e+09 -0.023680189   -1.2432297         4.08    5.7699913    5.7699913 
   42600     8000    304.97271   -1.2429997    461.51113 2.6154216e+09   0.10855419   -1.2430972         4.08    5.7699913    5.7699913 
   42800     8000    304.21994   -1.2430133    461.89161 2.6259889e+09  0.054099299   -1.2436553         4.08    5.7699913    5.7699913 
   43000     8000    304.60409   -1.2432248    462.27208 2.6370391e+09 -0.0085885417   -1.2433923         4.08    5.7699913    5.7699913 
   43200     8000    303.03703   -1.2432275    462.65255 2.6478749e+09  0.099780881   -1.2434301         4.08    5.7699913    5.7699913 
   43400     8000    302.19685   -1.2434471    463.03302 2.6588878e+09  0.087706244   -1.2441527         4.08    5.7699913    5.7699913 
   43600     8000    302.51514   -1.2437089    463.41349 2.669382e+09  0.029836792   -1.2428452         4.08    5.7699913    5.7699913 
   43800     8000    303.87062   -1.2440732    463.79396 2.6806184e+09  0.080705887   -1.2428025         4.08    5.7699913    5.7699913 
   44000     8000    302.71776   -1.2441458    464.17443 2.6912928e+09  0.057906451   -1.2457099         4.08    5.7699913    5.7699913 
   44200     8000     299.7881   -1.2439671     464.5549 2.7022311e+09  0.029322499   -1.2436857         4.08    5.7699913    5.7699913 
   44400     8000    302.31698   -1.2445063    464.93537 2.7128258e+09 -0.021892304   -1.2444043         4.08    5.7699913    5.7699913 
   44600     8000    300.72015   -1.2444209    465.31584 2.7240756e+09 -0.018824977   -1.2439216         4.08    5.7699913    5.7699913 
   44800     8000    299.35493   -1.2442963    465.69631 2.7351126e+09 -0.010603249   -1.2442466         4.08    5.7699913    5.7699913 
   45000     8000    301.12308   -1.2446444    466.07679 2.7458944e+09 -0.073487738   -1.2436694         4.08    5.7699913    5.7699913 
   45200     8000    300.07747   -1.2445471    466.45726 2.7568983e+09 0.0084106312   -1.2449398         4.08    5.7699913    5.7699913 
   45400     8000    299.55166   -1.2446466    466.83773 2.7677345e+09  0.029088975   -1.2447577         4.08    5.7699913    5.7699913 
   45600     8000    299.72474   -1.2447889     467.2182 2.7786205e+09  0.089413694    -1.244692         4.08    5.7699913    5.7699913 
   45800     8000    298.51864   -1.2447333    467.59867 2.7895137e+09  0.072118301   -1.2433773         4.08    5.7699913    5.7699913 
   46000     8000    297.59097   -1.2447363    467.97914 2.8002414e+09  0.039262239   -1.2447551         4.08    5.7699913    5.7699913 
   46200     8000    295.98375   -1.2446157    468.35961 2.811455e+09 -0.036054561   -1.2449536         4.08    5.7699913    5.7699913 
   46400     8000    298.14332    -1.244911    468.74008 2.8223752e+09   0.14897581    -1.244119         4.08    5.7699913    5.7699913 
   46600     8000    298.69224   -1.2450519    469.12055 2.8336539e+09 -0.023908631   -1.2450487         4.08    5.7699913    5.7699913 
   46800     8000    296.07962   -1.2447815    469.50102 2.8443804e+09 -0.00069982739   -1.2445877         4.08    5.7699913    5.7699913 
   47000     8000    294.98506   -1.2447441    469.88149 2.8553805e+09  0.019965472   -1.2448341         4.08    5.7699913    5.7699913 
   47200     8000    295.82659   -1.2448767    470.26196 2.866134e+09 -0.012515133   -1.2465226         4.08    5.7699913    5.7699913 
   47400     8000    296.68986   -1.2450548    470.64244 2.8772078e+09 -0.012941455   -1.2447477         4.08    5.7699913    5.7699913 
   47600     8000    295.43771   -1.2448513    471.02291 2.8883422e+09   0.04751147   -1.2451551         4.08    5.7699913    5.7699913 
   47800     8000    296.29511   -1.2448974    471.40338 2.8995824e+09  0.003858928   -1.2442595         4.08    5.7699913    5.7699913 
   48000     8000    296.70036   -1.2449013    471.78385 2.9105804e+09  0.061570749   -1.2443223         4.08    5.7699913    5.7699913 
   48200     8000    295.62037   -1.2447619    472.16432 2.9214675e+09  0.040916063   -1.2450261         4.08    5.7699913    5.7699913 
   48400     8000    297.18298   -1.2448864    472.54479 2.9328587e+09 -0.046299831   -1.2456113         4.08    5.7699913    5.7699913 
   48600     8000    298.14255   -1.2449917    472.92526 2.9437025e+09  0.017215391   -1.2444688         4.08    5.7699913    5.7699913 
   48800     8000    296.44654    -1.244693    473.30573  2.95523e+09 -0.028500675   -1.2449222         4.08    5.7699913    5.7699913 
   49000     8000    294.47343   -1.2443233     473.6862 2.9665632e+09 -0.093427092   -1.2448417         4.08    5.7699913    5.7699913 
   49200     8000    293.20418   -1.2440264    474.06667 2.9778793e+09 -0.043429553   -1.2438638         4.08    5.7699913    5.7699913 
   49400     8000    297.35586   -1.2444999    474.44714 2.9886917e+09 -0.067344084   -1.2447663         4.08    5.7699913    5.7699913 
   49600     8000    296.74015   -1.2443125    474.82761 3.0000655e+09   0.10188426   -1.2443902         4.08    5.7699913    5.7699913 
   49800     8000    296.56469    -1.244227    475.20809 3.0113816e+09 -0.010969762   -1.2440857         4.08    5.7699913    5.7699913 
   50000     8000     296.4663   -1.2441001    475.58856 3.0230875e+09  0.041046139   -1.2435914         4.08    5.7699913    5.7699913 
   50200     8000    297.59542   -1.2440916    475.96903 3.0343799e+09 -0.038982986   -1.2442569         4.08    5.7699913    5.7699913 
   50400     8000    297.27646    -1.243763     476.3495 3.0455706e+09   0.10003475   -1.2443692         4.08    5.7699913    5.7699913 
   50600     8000    298.60494   -1.2437671    476.72997 3.0568849e+09  0.030540485   -1.2434877         4.08    5.7699913    5.7699913 
   50800     8000    298.56689   -1.2436773    477.11044 3.0685956e+09 -0.0046221386   -1.2437521         4.08    5.7699913    5.7699913 
   51000     8000    297.95829   -1.2434267    477.49091 3.0800707e+09  -0.11216967    -1.243456         4.08    5.7699913    5.7699913 
   51200     8000    301.06667   -1.2436593    477.87138 3.0913538e+09 -0.0096013306   -1.2436483         4.08    5.7699913    5.7699913 
   51400     8000    299.33053   -1.2433131    478.25185 3.1035397e+09 0.0056881613   -1.2441119         4.08    5.7699913    5.7699913 
   51600     8000    301.33982   -1.2434632    478.63232 3.1149859e+09  -0.02268105   -1.2433668         4.08    5.7699913    5.7699913 
   51800     8000    302.46007   -1.2435347    479.01279 3.126835e+09  0.011014694    -1.243249         4.08    5.7699913    5.7699913 
   52000     8000    301.34916   -1.2431513    479.39326 3.1380746e+09 0.00032258487   -1.2431422         4.08    5.7699913    5.7699913 
   52200     8000    301.31051   -1.2429806    479.77374 3.1502717e+09 -0.018547364   -1.2425693         4.08    5.7699913    5.7699913 
   52400     8000     300.6345   -1.2427958    480.15421 3.1614386e+09 -0.065963769   -1.2425238         4.08    5.7699913    5.7699913 
   52600     8000    303.54107   -1.2430062    480.53468 3.1733342e+09 -0.0025485794   -1.2431628         4.08    5.7699913    5.7699913 
   52800     8000    301.48246   -1.2427492    480.91515 3.1852638e+09 -0.062605064       -1.243         4.08    5.7699913    5.7699913 
   53000     8000    301.98489   -1.2427049    481.29562 3.1971331e+09  0.024579638     -1.24216         4.08    5.7699913    5.7699913 
   53200     8000     300.9711     -1.24248    481.67609 3.2088003e+09 0.0042345859   -1.2421336         4.08    5.7699913    5.7699913 
   53400     8000    302.25607   -1.2425014    482.05656 3.2209685e+09  0.044822926   -1.2421058         4.08    5.7699913    5.7699913 
   53600     8000    304.22496   -1.2426666    482.43703 3.2332635e+09 -0.0098376303   -1.2422026         4.08    5.7699913    5.7699913 
   53800     8000    304.49079   -1.2426292     482.8175 3.2451177e+09 -0.063360223   -1.2435401         4.08    5.7699913    5.7699913 
   54000     8000    304.53557   -1.2426725    483.19797 3.2570475e+09 0.0032408413   -1.2427105         4.08    5.7699913    5.7699913 
   54200     8000    302.53222   -1.2423564    483.57844 3.2698297e+09 -0.015168525   -1.2433617         4.08    5.7699913    5.7699913 
   54400     8000    303.61737   -1.2423717    483.95891 3.2830654e+09  0.041205544   -1.2426074         4.08    5.7699913    5.7699913 
   54600     8000    304.62908   -1.2424117    484.33939 3.2964942e+09  0.013078789   -1.2418159         4.08    5.7699913    5.7699913 
   54800     8000     301.9837   -1.2419908    484.71986 3.310061e+09 0.0056364233   -1.2414442         4.08    5.7699913    5.7699913 
   55000     8000    304.93243   -1.2423802    485.10033 3.3239834e+09 -0.031738736   -1.2419217         4.08    5.7699913    5.7699913 
   55200     8000    304.92946   -1.2423521     485.4808 3.3372248e+09 -0.0067506889   -1.2436897         4.08    5.7699913    5.7699913 
   55400     8000    304.80813   -1.2422581    485.86127 3.3508183e+09 1.418767e-05   -1.2422378         4.08    5.7699913    5.7699913 
   55600     8000    304.63978    -1.242159    486.24174 3.3641615e+09 0.0079381796   -1.2424379         4.08    5.7699913    5.7699913 
   55800     8000    304.52742   -1.2421687    486.62221 3.3779633e+09 -0.086154643   -1.2419715         4.08    5.7699913    5.7699913 
   56000     8000    305.37574   -1.2421955    487.00268 3.3916755e+09  -0.07706821   -1.2436439         4.08    5.7699913    5.7699913 
   56200     8000    307.63568   -1.2426265    487.38315 3.4050213e+09  0.052549912   -1.2424802         4.08    5.7699913    5.7699913 
   56400     8000    304.90735   -1.2423654    487.76362 3.418327e+09  0.010829085   -1.2427826         4.08    5.7699913    5.7699913 
   56600     8000    305.13168   -1.2424808    488.14409 3.4323042e+09 -0.092479976   -1.2423273         4.08    5.7699913    5.7699913 
   56800     8000    304.16898    -1.242462    488.52456 3.445909e+09  0.070947031   -1.2417944         4.08    5.7699913    5.7699913 
   57000     8000    302.98859   -1.2422681    488.90504 3.4593046e+09  0.011408865    -1.242422         4.08    5.7699913    5.7699913 
   57200     8000    303.34876   -1.2421666    489.28551 3.4736435e+09 -0.0047416821   -1.2425022         4.08    5.7699913    5.7699913 
   57400     8000    302.77021   -1.2421754    489.66598 3.4868929e+09 -0.011104946   -1.2421072         4.08    5.7699913    5.7699913 
   57600     8000    303.04916   -1.2424203    490.04645 3.5003154e+09 -0.019350761   -1.2434374         4.08    5.7699913    5.7699913 
   57800     8000    300.47168   -1.2422776    490.42692 3.5147889e+09 -0.087323452    -1.241198         4.08    5.7699913    5.7699913 
   58000     8000    302.04653   -1.2426209    490.80739 3.5282269e+09 -0.046051298   -1.2420923         4.08    5.7699913    5.7699913 
   58200     8000    300.60571   -1.2425085    491.18786 3.5417829e+09  0.053344758   -1.2422119         4.08    5.7699913    5.7699913 
   58400     8000    299.19917   -1.2422408    491.56833 3.5557316e+09  0.067734727   -1.2418664         4.08    5.7699913    5.7699913 
   58600     8000    301.49431   -1.2427835     491.9488 3.5690304e+09  0.033772616    -1.242114         4.08    5.7699913    5.7699913 
   58800     8000    298.80765   -1.2423009    492.32927 3.5830523e+09  0.010946245   -1.2409922         4.08    5.7699913    5.7699913 
   59000     8000     298.5164   -1.2424132    492.70974 3.5967546e+09   0.03083411   -1.2423526         4.08    5.7699913    5.7699913 
   59200     8000    299.43077    -1.242627    493.09021 3.6107422e+09  0.031476994   -1.2414856         4.08    5.7699913    5.7699913 
   59400     8000    300.03085   -1.2424296    493.47069 3.624082e+09 -0.060891259   -1.2396659         4.08    5.7699913    5.7699913 
   59600     8000    299.91682   -1.2420943    493.85116 3.6383132e+09  0.021246842   -1.2420351         4.08    5.7699913    5.7699913 
   59800     8000    299.45156   -1.2422477    494.23163 3.6519524e+09  0.076208229   -1.2428342         4.08    5.7699913    5.7699913 
   60000     8000    300.07699   -1.2425412     494.6121 3.6656592e+09  0.016077516   -1.2415683         4.08    5.7699913    5.7699913 
   60200     8000     299.1356   -1.2424226    494.99257 3.6796545e+09 -0.019667175   -1.2430204         4.08    5.7699913    5.7699913 
   60400     8000    298.26809   -1.2423667    495.37304 3.6932232e+09  0.021446775   -1.2416328         4.08    5.7699913    5.7699913 
   60600     8000    296.25847   -1.2421036    495.75351 3.707688e+09  0.051298913   -1.2410787         4.08    5.7699913    5.7699913 
   60800     8000    297.16262   -1.2423268    496.13398 3.7214525e+09 -0.030888488   -1.2418892         4.08    5.7699913    5.7699913 
   61000     8000    297.43885   -1.2423177    496.51445 3.7350682e+09  -0.12019138    -1.242026         4.08    5.7699913    5.7699913 
   61200     8000    296.86141   -1.2422808    496.89492 3.7489774e+09  0.025761467   -1.2418493         4.08    5.7699913    5.7699913 
   61400     8000    296.71404   -1.2423001    497.27539 3.7629609e+09  0.041059654   -1.2420405         4.08    5.7699913    5.7699913 
   61600     8000    296.11937   -1.2423299    497.65587 3.7770754e+09 -0.008414971   -1.2425509         4.08    5.7699913    5.7699913 
   61800     8000    297.47141   -1.2423597    498.03634 3.7909346e+09  0.083923711   -1.2414101         4.08    5.7699913    5.7699913 
   62000     8000    296.01821   -1.2419409    498.41681 3.8047052e+09 -0.062068278   -1.2416936         4.08    5.7699913    5.7699913 
   62200     8000    296.04201   -1.2417271    498.79728 3.8183326e+09 -0.0070170618   -1.2425853         4.08    5.7699913    5.7699913 
   62400     8000    299.34294    -1.241847    499.17775 3.8329308e+09 0.0012913867   -1.2410333         4.08    5.7699913    5.7699913 
   62600     8000    297.69815   -1.2414985    499.55822 3.8471668e+09  0.024109241   -1.2413073         4.08    5.7699913    5.7699913 
   62800     8000    299.40043   -1.2416429    499.93869 3.8609839e+09 -0.019954806   -1.2413472         4.08    5.7699913    5.7699913 
   63000     8000    299.31986   -1.2415285    500.31916 3.8755549e+09 0.0075472747   -1.2417773         4.08    5.7699913    5.7699913 
   63200     8000    299.10095   -1.2414326    500.69963 3.8894826e+09 -0.0027367877   -1.2415909         4.08    5.7699913    5.7699913 
   63400     8000    301.30787   -1.2415678     501.0801 3.9031006e+09   0.01744293   -1.2427553         4.08    5.7699913    5.7699913 
   63600     8000    298.42269   -1.2411879    501.46057 3.917813e+09 0.0090271354   -1.2416923         4.08    5.7699913    5.7699913 
   63800     8000    297.07427   -1.2409544    501.84104 3.9318794e+09  0.032747873   -1.2408304         4.08    5.7699913    5.7699913 
   64000     8000    299.52993   -1.2410373    502.22152 3.9464254e+09  0.016056206   -1.2417956         4.08    5.7699913    5.7699913 
   64200     8000    299.48265   -1.2411049    502.60199 3.9608318e+09  0.025303257   -1.2418816         4.08    5.7699913    5.7699913 
   64400     8000    299.89831   -1.2411282    502.98246 3.9748147e+09 0.0088024684   -1.2404172         4.08    5.7699913    5.7699913 
   64600     8000    298.02189   -1.2406212    503.36293 3.9894502e+09 -0.040529007   -1.2401423         4.08    5.7699913    5.7699913 
   64800     8000    298.32111   -1.2406635     503.7434 4.0032637e+09 -0.065681852   -1.2407164         4.08    5.7699913    5.7699913 
   65000     8000    299.10607   -1.2404038    504.12387 4.017789e+09  0.042828732   -1.2407514         4.08    5.7699913    5.7699913 
   65200     8000    300.03654   -1.2405418    504.50434 4.0326308e+09  0.041953169   -1.2402793         4.08    5.7699913    5.7699913 
   65400     8000    297.09934   -1.2399607    504.88481 4.0464185e+09 -0.050038608   -1.2399094         4.08    5.7699913    5.7699913 
   65600     8000    298.83674   -1.2401252    505.26528 4.0610948e+09  0.051198443   -1.2396137         4.08    5.7699913    5.7699913 
   65800     8000    300.16858   -1.2402272    505.64575 4.0756315e+09  0.057037086   -1.2399451         4.08    5.7699913    5.7699913 
   66000     8000    300.15825   -1.2401199    506.02622 4.0906033e+09  0.024975355   -1.2398306         4.08    5.7699913    5.7699913 
   66200     8000    300.33059   -1.2400654    506.40669 4.1051474e+09  0.043646912   -1.2402671         4.08    5.7699913    5.7699913 
   66400     8000    299.51496   -1.2399041    506.78717  4.12007e+09  0.065809413   -1.2403168         4.08    5.7699913    5.7699913 
   66600     8000    300.39272   -1.2397999    507.16764 4.1347946e+09  0.048371585   -1.2400582         4.08    5.7699913    5.7699913 
   66800     8000    297.79098   -1.2394534    507.54811 4.1489135e+09  0.037338296   -1.2401299         4.08    5.7699913    5.7699913 
   67000     8000    298.15607     -1.23944    507.92858 4.1639933e+09  0.068123885   -1.2398112         4.08    5.7699913    5.7699913 
   67200     8000    298.98134   -1.2394512    508.30905 4.1782342e+09  0.045436435   -1.2384886         4.08    5.7699913    5.7699913 
   67400     8000    298.80067   -1.2393599    508.68952 4.1936166e+09 -0.0035208623   -1.2392558         4.08    5.7699913    5.7699913 
   67600     8000    298.40424   -1.2391382    509.06999 4.2086265e+09  0.029961923   -1.2396966         4.08    5.7699913    5.7699913 
   67800     8000    298.40142   -1.2388982    509.45046 4.2229096e+09  0.018037884   -1.2397009         4.08    5.7699913    5.7699913 
   68000     8000      298.735   -1.2388192    509.83093  4.23799e+09  0.021280018   -1.2390802         4.08    5.7699913    5.7699913 
   68200     8000    298.77543   -1.2383409     510.2114 4.2528712e+09 -0.063707118   -1.2391649         4.08    5.7699913    5.7699913 
   68400     8000    300.34879   -1.2383239    510.59187 4.2680837e+09  0.029612992   -1.2381459         4.08    5.7699913    5.7699913 
   68600     8000    299.75593   -1.2382716    510.97234 4.2833332e+09  0.036532285   -1.2392082         4.08    5.7699913    5.7699913 
   68800     8000    302.81464   -1.2385682    511.35282 4.2980854e+09 -0.0025825044   -1.2387655         4.08    5.7699913    5.7699913 
   69000     8000     301.0508     -1.23818    511.73329 4.313347e+09 6.7528037e-05   -1.2392558         4.08    5.7699913    5.7699913 
   69200     8000    302.05089   -1.2382456    512.11376 4.3284052e+09 0.0093164455   -1.2375848         4.08    5.7699913    5.7699913 
   69400     8000     303.9518   -1.2382923    512.49423 4.343138e+09 0.0087151546   -1.2372079         4.08    5.7699913    5.7699913 
   69600     8000    301.96666   -1.2378456     512.8747 4.3584394e+09  0.056550137   -1.2372283         4.08    5.7699913    5.7699913 
   69800     8000     302.1258   -1.2377836    513.25517 4.3738316e+09  0.047344881   -1.2379011         4.08    5.7699913    5.7699913 
   70000     8000    303.60632   -1.2378734    513.63564 4.3889537e+09  0.017211876   -1.2377644         4.08    5.7699913    5.7699913 
   70200     8000     303.5526   -1.2377466    514.01611 4.4041639e+09 -0.081262098   -1.2374725         4.08    5.7699913    5.7699913 
   70400     8000    303.03544   -1.2375668    514.39658 4.4194011e+09   0.03232453   -1.2379306         4.08    5.7699913    5.7699913 
   70600     8000    301.01657   -1.2371756    514.77705 4.4347245e+09 0.00090374404   -1.2368552         4.08    5.7699913    5.7699913 
   70800     8000    304.16177   -1.2376325    515.15752 4.4500732e+09 0.0087174469   -1.2381863         4.08    5.7699913    5.7699913 
   71000     8000    304.76372   -1.2377551    515.53799 4.4654462e+09 -0.0044051312   -1.2372222         4.08    5.7699913    5.7699913 
   71200     8000    301.84361   -1.2372713    515.91847 4.4808417e+09 -0.038566282   -1.2374896         4.08    5.7699913    5.7699913 
   71400     8000    300.13367   -1.2370836    516.29894 4.4962587e+09 -0.0069484026     -1.23849         4.08    5.7699913    5.7699913 
   71600     8000    302.00053   -1.2373383    516.67941 4.511697e+09  0.021387531   -1.2379394         4.08    5.7699913    5.7699913 
   71800     8000    301.75106   -1.2372756    517.05988 4.5271563e+09 -0.0077517837   -1.2370926         4.08    5.7699913    5.7699913 
   72000     8000    302.60351   -1.2374308    517.44035 4.542636e+09  0.063437803    -1.237392         4.08    5.7699913    5.7699913 
   72200     8000    300.80034   -1.2371436    517.82082 4.5581356e+09  0.004894863   -1.2371125         4.08    5.7699913    5.7699913 
   72400     8000    300.53194   -1.2372516    518.20129 4.5736545e+09  -0.01890787   -1.2378428         4.08    5.7699913    5.7699913 
   72600     8000    300.81263   -1.2373847    518.58176 4.5891925e+09  0.041344423    -1.237323         4.08    5.7699913    5.7699913 
   72800     8000    299.66139   -1.2371144    518.96223 4.6047495e+09 -0.084621328   -1.2360204         4.08    5.7699913    5.7699913 
   73000     8000    298.17519   -1.2368909     519.3427 4.6203257e+09 -0.041073496   -1.2362967         4.08    5.7699913    5.7699913 
   73200     8000    299.70225   -1.2370511    519.72317 4.6359215e+09  0.034501616   -1.2363278         4.08    5.7699913    5.7699913 
   73400     8000    299.80728   -1.2368602    520.10364 4.6515373e+09  0.059580495   -1.2368217         4.08    5.7699913    5.7699913 
   73600     8000    298.43583   -1.2368012    520.48412 4.6671734e+09 -0.024007759   -1.2357059         4.08    5.7699913    5.7699913 
   73800     8000     297.9938   -1.2367588    520.86459 4.6828305e+09   0.02784369    -1.236895         4.08    5.7699913    5.7699913 
   74000     8000    298.35475   -1.2367344    521.24506 4.6985093e+09   0.09830129   -1.2365613         4.08    5.7699913    5.7699913 
   74200     8000    299.29455   -1.2368571    521.62553 4.7142105e+09  0.032810921   -1.2368429         4.08    5.7699913    5.7699913 
   74400     8000    297.98079   -1.2366906      522.006 4.7299346e+09 -0.016183958   -1.2366173         4.08    5.7699913    5.7699913 
   74600     8000    297.48929   -1.2366497    522.38647 4.7456823e+09  0.010863365    -1.237159         4.08    5.7699913    5.7699913 
   74800     8000    297.66188   -1.2366422    522.76694 4.7614545e+09 -0.012190016   -1.2363591         4.08    5.7699913    5.7699913 
   75000     8000    298.30867   -1.2367613    523.14741 4.7772523e+09  0.037186025   -1.2374051         4.08    5.7699913    5.7699913 
   75200     8000    297.21029   -1.2365434    523.52788 4.7930763e+09 0.0003066928   -1.2358335         4.08    5.7699913    5.7699913 
   75400     8000    297.50973   -1.2364128    523.90835 4.8089279e+09   0.02551604   -1.2364455         4.08    5.7699913    5.7699913 
   75600     8000    297.82401   -1.2363054    524.28882 4.824808e+09 -0.015337262   -1.2371938         4.08    5.7699913    5.7699913 
   75800     8000    296.42577   -1.2360394     524.6693 4.8407178e+09  0.038781113   -1.2362927         4.08    5.7699913    5.7699913 
   76000     8000    296.96333   -1.2361276    525.04977 4.8566586e+09 -0.0093015226    -1.236124         4.08    5.7699913    5.7699913 
   76200     8000     297.4572   -1.2359344    525.43024 4.8731924e+09 -0.053586948   -1.2358615         4.08    5.7699913    5.7699913 
   76400     8000     297.7778   -1.2359467    525.81071 4.8889505e+09  0.032983498   -1.2362679         4.08    5.7699913    5.7699913 
   76600     8000    298.08896   -1.2359087    526.19118 4.9047422e+09 0.0037081245   -1.2372128         4.08    5.7699913    5.7699913 
   76800     8000    298.31343   -1.2353697    526.57165 4.9207567e+09 -0.022981008   -1.2353417         4.08    5.7699913    5.7699913 
   77000     8000    299.23733   -1.2353244    526.95212  4.93687e+09  0.053714755   -1.2354237         4.08    5.7699913    5.7699913 
   77200     8000    297.61443   -1.2351188    527.33259 4.9530203e+09 -0.011094243   -1.2351457         4.08    5.7699913    5.7699913 
   77400     8000    297.24085   -1.2349678    527.71306 4.9692085e+09 -0.025469616   -1.2348026         4.08    5.7699913    5.7699913 
   77600     8000    298.00026   -1.2349894    528.09353 4.9854356e+09 -0.067909571   -1.2346003         4.08    5.7699913    5.7699913 
   77800     8000    299.49742    -1.235081      528.474 5.0017023e+09 -0.010847438   -1.2353925         4.08    5.7699913    5.7699913 
   78000     8000    300.64407   -1.2351279    528.85447 5.018009e+09 -0.0083140723   -1.2358461         4.08    5.7699913    5.7699913 
   78200     8000    300.20479   -1.2347571    529.23495 5.0343558e+09 -0.0030165544   -1.2341097         4.08    5.7699913    5.7699913 
   78400     8000    301.70886   -1.2348953    529.61542 5.0507424e+09  0.047099237   -1.2350595         4.08    5.7699913    5.7699913 
   78600     8000    299.83586   -1.2344138    529.99589 5.0671683e+09 -0.005660164   -1.2338403         4.08    5.7699913    5.7699913 
   78800     8000    301.03831   -1.2343949    530.37636 5.0836333e+09 0.0050531378   -1.2345145         4.08    5.7699913    5.7699913 
   79000     8000     303.1314   -1.2345246    530.75683 5.1001373e+09  0.010174503   -1.2345836         4.08    5.7699913    5.7699913 
   79200     8000    301.86886   -1.2343577     531.1373 5.1171951e+09  0.043761591   -1.2338337         4.08    5.7699913    5.7699913 
   79400     8000    300.80075   -1.2340394    531.51777 5.133646e+09 -0.042257417   -1.2333521         4.08    5.7699913    5.7699913 
   79600     8000    299.26467   -1.2337275    531.89824 5.1501331e+09 -0.018039187   -1.2341263         4.08    5.7699913    5.7699913 
   79800     8000    301.06768   -1.2336719    532.27871 5.1666564e+09  0.028791344   -1.2346614         4.08    5.7699913    5.7699913 
   80000     8000    300.29115   -1.2333231    532.65918 5.1832157e+09 0.0077717314   -1.2328885         4.08    5.7699913    5.7699913 
   80200     8000    301.74281   -1.2334547    533.03965 5.199941e+09 -0.0077081264   -1.2345252         4.08    5.7699913    5.7699913 
   80400     8000    299.37513   -1.2329155    533.42012 5.216702e+09  0.017310025   -1.2325342         4.08    5.7699913    5.7699913 
   80600     8000    302.57089   -1.2332151     533.8006 5.2334984e+09 -0.021599347   -1.2336087         4.08    5.7699913    5.7699913 
   80800     8000    301.38773   -1.2329393    534.18107 5.2503298e+09  0.003893968   -1.2329823         4.08    5.7699913    5.7699913 
   81000     8000    300.71598   -1.2328151    534.56154 5.2671957e+09  0.022169712   -1.2314071         4.08    5.7699913    5.7699913 
   81200     8000    300.83487    -1.232859    534.94201 5.2840959e+09  0.035736539   -1.2326936         4.08    5.7699913    5.7699913 
   81400     8000    301.35877   -1.2329405    535.32248 5.3010299e+09 -0.0072046943   -1.2329672         4.08    5.7699913    5.7699913 
   81600     8000    300.84699     -1.23275    535.70295 5.3179975e+09 -0.0018801516   -1.2315375         4.08    5.7699913    5.7699913 
   81800     8000    302.68842   -1.2330071    536.08342 5.334998e+09  0.052344256   -1.2330134         4.08    5.7699913    5.7699913 
   82000     8000    302.16556   -1.2328901    536.46389 5.3520308e+09 0.0028002565   -1.2324047         4.08    5.7699913    5.7699913 
   82200     8000    302.16998    -1.232733    536.84436 5.369095e+09 -0.010490111   -1.2320887         4.08    5.7699913    5.7699913 
   82400     8000    303.15583   -1.2328297    537.22483 5.3861897e+09  0.067647384   -1.2331273         4.08    5.7699913    5.7699913 
   82600     8000    302.19955   -1.2326573     537.6053 5.4033138e+09  0.017977652   -1.2324872         4.08    5.7699913    5.7699913 
   82800     8000    301.32084   -1.2324749    537.98577 5.4204667e+09 -0.0091118168   -1.2320354         4.08    5.7699913    5.7699913 
   83000     8000    300.65851   -1.2323961    538.36625 5.4376477e+09  0.021287552   -1.2320578         4.08    5.7699913    5.7699913 
   83200     8000    301.47939   -1.2325428    538.74672 5.4548566e+09  0.032322162   -1.2323271         4.08    5.7699913    5.7699913 
   83400     8000    300.21316   -1.2323692    539.12719 5.4720927e+09 -0.038165322   -1.2337864         4.08    5.7699913    5.7699913 
   83600     8000    300.93594   -1.2324917    539.50766 5.4893556e+09 -0.0098132977   -1.2318216         4.08    5.7699913    5.7699913 
   83800     8000    301.42415   -1.2325346    539.88813 5.5066451e+09 -0.0029527162   -1.2329569         4.08    5.7699913    5.7699913 
   84000     8000    300.79672   -1.2325075     540.2686 5.5239608e+09 -0.025524513   -1.2328198         4.08    5.7699913    5.7699913 
   84200     8000    299.93775   -1.2324772    540.64907 5.5419079e+09 -0.00076272352    -1.231897         4.08    5.7699913    5.7699913 
   84400     8000     300.0955   -1.2324986    541.02954 5.5590065e+09  0.038570538   -1.2328567         4.08    5.7699913    5.7699913 
   84600     8000    299.55101   -1.2324371    541.41001 5.5761302e+09 -0.012690738   -1.2324442         4.08    5.7699913    5.7699913 
   84800     8000     300.9575   -1.2326607    541.79048 5.5934816e+09 -0.036451508   -1.2321666         4.08    5.7699913    5.7699913 
   85000     8000    299.54976   -1.2325191    542.17095 5.6109261e+09 -0.023341891   -1.2324097         4.08    5.7699913    5.7699913 
   85200     8000    299.70587   -1.2324796    542.55142 5.628396e+09 -0.0084046923    -1.232369         4.08    5.7699913    5.7699913 
   85400     8000    300.34709   -1.2325786     542.9319 5.6458913e+09  0.038501121   -1.2332524         4.08    5.7699913    5.7699913 
